isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,text,polarity,subjectivity,len
9780002261982,0002261987,Spider's Web,A Novel,Charles Osborne;Agatha Christie,Detective and mystery stories,http://books.google.com/books/content?id=gA5GPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new 'Christie for Christmas' -- a full-length novel adapted from her acclaimed play by Charles Osborne Following BLACK COFFEE and THE UNEXPECTED GUEST comes the final Agatha Christie play novelisation, bringing her superb storytelling to a new legion of fans. Clarissa, the wife of a Foreign Office diplomat, is given to daydreaming. 'Supposing I were to come down one morning and find a dead body in the library, what should I do?' she muses. Clarissa has her chance to find out when she discovers a body in the drawing-room of her house in Kent. Desperate to dispose of the body before her husband comes home with an important foreign politician, Clarissa persuades her three house guests to become accessories and accomplices. It seems that the murdered man was not unknown to certain members of the house party (but which ones?), and the search begins for the murderer and the motive, while at the same time trying to persuade a police inspector that there has been no murder at all... SPIDER'S WEB was written in 1954 specifically for Margaret Lockwood and opened first at the Theatre Royal Nottingham before moving to the Savoy Theatre in London on 14 December 1954. With THE MOUSETRAP and WI",2000.0,3.83,241.0,5164.0,spiders web christie christmas full length adapt acclaim play charles osborne follow black coffee unexpected guest come final agatha christie play novelisation bring superb storytelling legion fan clarissa wife foreign office diplomat give daydream suppose come one morning find dead body library muse clarissa chance find discover body draw room house kent desperate dispose body husband come home important foreign politician clarissa persuade three house guests become accessories accomplices seem murder man unknown certain members house party ones search begin murderer motive try persuade police inspector murder spiders web write specifically margaret lockwood open first theatre royal nottingham move savoy theatre london december mousetrap,0.07125850340136054,0.6170068027210884,748
9780006163831,0006163831,The One Tree,,Stephen R. Donaldson,American fiction,http://books.google.com/books/content?id=OmQawwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Volume Two of Stephen Donaldson's acclaimed second trilogy featuing the compelling anti-hero Thomas Covenant.,1982.0,3.9699999999999998,479.0,172.0,one tree volume two stephen donaldsons acclaim second trilogy featuing compel anti hero thomas covenant,0.0,0.0,103
9780006280897,0006280897,The Four Loves,,Clive Staples Lewis,Christian life,http://books.google.com/books/content?id=XhQ5XsFcpGIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lewis' work on the nature of love divides love into four categories; Affection, Friendship, Eros and Charity. The first three come naturally to humanity. Charity, however, the Gift-love of God, is divine, and without this supernatural love, the natural loves become distorted and even dangerous.",2002.0,4.15,170.0,33684.0,four love lewis work nature love divide love four categories affection friendship eros charity first three come naturally humanity charity however gift love god divine without supernatural love natural love become distort even dangerous,0.27424242424242423,0.5636363636363636,236
9780006280934,0006280935,The Problem of Pain,,Clive Staples Lewis,Christian life,http://books.google.com/books/content?id=Kk-uVe5QK-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""In The Problem of Pain, C.S. Lewis, one of the most renowned Christian authors and thinkers, examines a universally applicable question within the human condition: If God is good and all-powerful, why does he allow his creatures to suffer pain? With his signature wealth of compassion and insight, C.S. Lewis offers answers to these crucial questions and shares his hope and wisdom to help heal a world hungering for a true understanding of human nature.""--Amazon.",2002.0,4.09,176.0,37569.0,problem pain problem pain lewis one renowned christian author thinkers examine universally applicable question within human condition god good powerful allow creatures suffer pain signature wealth compassion insight lewis offer answer crucial question share hope wisdom help heal world hunger true understand human nature amazon,0.16875,0.43125,328
9780006353287,0006353282,An Autobiography,,Agatha Christie,"Authors, English",http://books.google.com/books/content?id=c49GQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Donation.,1977.0,4.27,560.0,3975.0,autobiography donation,0.0,0.0,22
9780006380832,0006380832,Empires of the Monsoon,A History of the Indian Ocean and Its Invaders,Richard Hall,"Africa, East",http://books.google.com/books/content?id=MuPEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Until Vasco da Gama discovered the sea-route to the East in 1497-9 almost nothing was known in the West of the exotic cultures and wealth of the Indian Ocean and its peoples. It is this civilization and its destruction at the hands of the West that Richard Hall recreates in this book. Hall's history of the exploration and exploitation by Chinese and Arab travellers, and by the Portuguese, Dutch and British alike is one of brutality, betrayal and colonial ambition.",1998.0,4.41,608.0,65.0,empires monsoon vasco gama discover sea route east almost nothing know west exotic culture wealth indian ocean people civilization destruction hand west richard hall recreate halls history exploration exploitation chinese arab travellers portuguese dutch british alike one brutality betrayal colonial ambition,0.16666666666666666,0.3333333333333333,309
9780006470229,000647022X,The Gap Into Madness,Chaos and Order,Stephen R. Donaldson,"Hyland, Morn (Fictitious character)",http://books.google.com/books/content?id=4oXavLNDWocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new-cover reissue of the fourth book in the bestselling five-volume sf series created by the world-famous author of the Thomas Covenant chronicles -- and acclaimed as the 'best work of his career'. Events were not moving as the Amnion had intended. Once again humans had been false in their dealings with the aliens. As the planetoid Thanatos Minor exploded into atoms, the Trumpet hurtled into space only one step ahead of hostile pursuers. On board were Morn Hyland and her force-grown son Davies, cyborg Angus Thermopyle and Captain Nick Succorso -- old enemies thrown together in a desperate bid for survival. For both the Amnion and the UMCP, the immediate capture of the fleeing ship and the secrets it contained was imperative. But for Trumpet's exhausted crew the only hope lay in an illegal lab in the distant binary solar system of Valdor Industrial. It would be a journey of unpredictable danger -- from which not all would return...",1994.0,4.15,743.0,103.0,gap madness cover reissue fourth bestselling five volume series create world famous author thomas covenant chronicle acclaim best work career events move amnion intend humans false deal alien planetoid thanatos minor explode atoms trumpet hurtle space one step ahead hostile pursuers board morn hyland force grow son davies cyborg angus thermopyle captain nick succorso old enemies throw together desperate bid survival amnion umcp immediate capture flee ship secrets contain imperative trumpet exhaust crew hope lay illegal lab distant binary solar system valdor industrial would journey unpredictable danger would return,-0.042424242424242434,0.5363636363636364,622
9780006472612,0006472613,Master of the Game,,Sidney Sheldon,Adventure stories,http://books.google.com/books/content?id=TkTYp-Tp6_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Kate Blackwell is an enigma and one of the most powerful women in the world. But at her ninetieth birthday celebrations there are ghosts of absent friends and absent enemies.,1982.0,4.11,489.0,43540.0,master game kate blackwell enigma one powerful women world ninetieth birthday celebrations ghost absent friends absent enemies,-0.05000000000000002,0.7,126
9780006479673,0006479677,If Tomorrow Comes,,Sidney Sheldon,Adventure stories,http://books.google.com/books/content?id=l2tBi_jLuk8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of Sidney Sheldon's most popular and bestselling titles, repackaged and reissued for a new generation of fans.",1994.0,4.04,501.0,49170.0,tomorrow come one sidney sheldons popular bestselling title repackaged reissue generation fan,0.6,0.9,93
9780006480099,0006480098,Assassin's Apprentice,,Robin Hobb,American fiction,http://books.google.com/books/content?id=qTaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fantasy-roman.,1996.0,4.15,460.0,133972.0,assassins apprentice fantasy roman,0.0,0.0,34
9780006483014,0006483011,The Once and Future King,,Terence Hanbury White,Arthurian romances,http://books.google.com/books/content?id=Jx6BvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An omnibus volume of the author's complete story of the Arthurian epic which includes: ""The sword in the stone"" (1939), ""The witch in the wood"" (1939), ""The ill-made knight"" (1940), ""The candle in the wind"" (published for the first time), and ""The book of Merlyn."" 1996.",1996.0,4.04,823.0,2805.0,future king omnibus volume author complete story arthurian epic include sword stone witch wood ill knight candle wind publish first merlyn,-0.009999999999999998,0.45166666666666666,138
9780006483892,0006483895,Murder in LaMut,,Raymond E. Feist;Joel Rosenberg,Adventure stories,http://books.google.com/books/content?id=I2jbBlMHlAMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Available in the U.S. for the first time, this is the second volume in the exceptional Legends of the Riftwar series from ""New York Times""-bestselling authors Feist and Rosenberg.",2003.0,3.7,337.0,5083.0,murder lamut available first second volume exceptional legends riftwar series york bestselling author feist rosenberg,0.32916666666666666,0.43333333333333335,117
9780006483908,0006483909,Jimmy the Hand,,Raymond E. Feist;S. M. Stirling,Fantasy fiction,http://books.google.com/books/content?id=hV4-oITYFN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jimmy the Hand, boy thief of Krondor, lived in the shadows of the city. Though gifted beyond his peers, Jimmy is merely a pickpocket with potential--until he aids Prince Arutha in the rescue of Princess Anita from Duke Guy du Bas-Tyra, and runs afoul of ""Black Guy's"" secret police. Facing a choice between disappearing on his own or in a weighted barrel at the bottom of Krondor's harbor, Jimmy chooses the former. Forced to flee the only home he's ever known, Jimmy finds himself among the unsuspecting rural villagers of Land's End, where he hopes to prosper with his talents for con and thievery. But Land's End is home to many who tread the crooked path--and to a dark, dangerous presence even the local smugglers don't recognize. And suddenly Jimmy's youthful bravado and courage are leading him into the maw of chaos . . . and, quite possibly, to his doom.",2003.0,3.95,368.0,5579.0,jimmy hand jimmy hand boy thief krondor live shadow city though gift beyond peer jimmy merely pickpocket potential aid prince arutha rescue princess anita duke guy bas tyra run afoul black guy secret police face choice disappear weight barrel bottom krondors harbor jimmy choose former force flee home hes ever know jimmy find among unsuspecting rural villagers land end hop prosper talents con thievery land end home many tread crook path dark dangerous presence even local smugglers dont recognize suddenly jimmy youthful bravado courage lead maw chaos quite possibly doom,-0.09859307359307358,0.4880952380952382,574
9780006486145,0006486142,Well of Darkness,,Margaret Weis;Tracy Hickman,,http://books.google.com/books/content?id=XrwaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gareth is just a frightened young lad when he is drafted in to be the whipping-boy for the unruly Prince Dagnarus. Yet as they grow to be men, an unshakable bond is formed. And it is their destiny for them to become the two most powerful - and feared - men in the kingdom. But when Dagnarus decides to become a knight himself, he begins a chain of evil events that threaten to destroy the entire kingdom. Only by uniting the Sovereign Stone can peace be restored, and it is up to Dagnarus' brother Helmos to try to achieve this impossible task, using his father's soldiers against his brother's army. All the while, Gareth is gaining mastery over the sinister Void magic, and he is devoted to helping his childhood companion.. This gripping story of magical power and corruption takes the unique viewpoint of focusing on the evil characters, as we follow them from boys to men. Filled with action, suspense and wonderfully imaginative characters, Water From the Well of Darkness is set to elevate the careers of bestselling authors Weis & Hickman to spectacular new heights.",2001.0,3.66,599.0,68.0,well darkness gareth frighten young lad draft whip boy unruly prince dagnarus yet grow men unshakable bond form destiny become two powerful fear men kingdom dagnarus decide become knight begin chain evil events threaten destroy entire kingdom unite sovereign stone peace restore dagnarus brother helmos try achieve impossible task use father soldier brothers army gareth gain mastery sinister void magic devote help childhood companion grip story magical power corruption take unique viewpoint focus evil character follow boys men fill action suspense wonderfully imaginative character water well darkness set elevate career bestselling author weis hickman spectacular heights,-0.02083333333333334,0.7660714285714285,676
9780006490456,000649045X,Witness for the Prosecution & Selected Plays,,Agatha Christie,English drama,http://books.google.com/books/content?id=_9u7AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Newly-Jacketed Edition Designed To Celebrate The 50Th Anniversary Of Christie S Faultlessly Plotted Witness For The Prosecution And Other Outstanding Plays. The Perfect Complement To The Latest Edition Of The Mousetrap And Selected Plays (50Th Aniversary Edition). Headlining This Book Is Witness For The Prosecution Christie S Highly Successful Stage Play Which Won The New York Drama Critics Circle Award For Best Foreign Play. A Stunning Courtroom Drama, It Tells The Story Of A Scheming Wife Testifying Against Her Husband In A Shocking Murder Trial. The Wild Beauty Of A Seaside House Perched High On The Devonshire River Tern Provides A Stunning Back-Drop In Towards Zero As A Psychopathic Murderer Homes In On The Unsuspecting Victims. Passion, Murder And Love Are The Deadly Ingredients In Verdict, Making It One Of Christie S More Unusual Thrillers And Prompting Her To Label It The Best Play I Have Written With The Exception Of Witness For The Prosecution . Go Back For Murder Tells The Story Of The Young And Feisty Carla Who, Orphaned At The Tender Age Of Five, Discovers Her Mother Was Imprisioned For Murdering Her Father And Determines To Prove Her Innocence.",1995.0,4.05,352.0,3908.0,witness prosecution select play newly jacket edition design celebrate anniversary christie faultlessly plot witness prosecution outstanding play perfect complement latest edition mousetrap select play aniversary edition headline witness prosecution christie highly successful stage play york drama critics circle award best foreign play stun courtroom drama tell story scheme wife testify husband shock murder trial wild beauty seaside house perch high devonshire river tern provide stun back drop towards zero psychopathic murderer home unsuspecting victims passion murder love deadly ingredients verdict one christie unusual thrillers prompt label best play write exception witness prosecution back murder tell story young feisty carla orphan tender age five discover mother imprisioned murder father determine prove innocence,0.38949197860962564,0.5437967914438504,828
9780006496434,0006496431,The Little House,,Philippa Gregory,Country life,http://books.google.com/books/content?id=rbvUPps9vKsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It was easy for Elizabeth. She married the man she loved. It was harder for Ruth. She married Elizabeth's son and then found that, somehow, she could never quite measure up. This thriller examines what women want and what they fear, as Ruth confronts the shifting borders of her own sanity.",1998.0,3.66,368.0,1832.0,little house easy elizabeth marry man love harder ruth marry elizabeths son find somehow could never quite measure thriller examine women want fear ruth confront shift border sanity,0.16145833333333334,0.4833333333333334,181
9780006496878,0006496873,Mystical Paths,,Susan Howatch,English fiction,http://books.google.com/books/content?id=by4ytBy63o0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1968 finds Nicholas Darrow wrestling with personal problems. How can he marry Rosalind when he is unable to avoid promiscuity? How can he become a priest when he finds it so difficult to live as one? And can he break his dangerous dependence on his father?,1996.0,4.23,576.0,1023.0,mystical paths find nicholas darrow wrestle personal problems marry rosalind unable avoid promiscuity become priest find difficult live one break dangerous dependence father,-0.2927272727272727,0.6399999999999999,173
9780006496892,000649689X,Glittering Images,,Susan Howatch,English fiction,http://books.google.com/books/content?id=rDHbn0ORKhQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It is 1937, and Charles Ashworth, a Canon to the Archbishop of Canterbury, is sent to untangle a web of self-delusion and corruption at the episcopal palace of the charismatic Bishop of Starbridge.",1996.0,4.07,512.0,2045.0,glitter image charles ashworth canon archbishop canterbury send untangle web self delusion corruption episcopal palace charismatic bishop starbridge,0.5,1.0,148
9780006496922,000649692X,Glamorous Powers,,Susan Howatch,Clergy,http://books.google.com/books/content?id=_bhPYWs6RrYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reissue of the author's most famous and well-loved work, the Starbridge series, six self-contained yet interconnected novels that explore the history of the Church of England through the 20th century.",1996.0,4.2,512.0,1441.0,glamorous power reissue author famous well love work starbridge series six self contain yet interconnect novels explore history church england century,0.5,0.8,150
9780006498865,0006498868,The Mad Ship,,Robin Hobb,Fantasy fiction,http://books.google.com/books/content?id=2iWezkfdBE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Fantasy master Robin Hobb delivers the stunning second volume of her Liveship Traders trilogy, returning to the timeless city of Bingtown, where pirates now plague the coasts and the dreaded slave trade flourishes. Althea Vestrit doesnt have time to be afraid, for her familys newly awakened Liveship, Vivacia, has been seized by the ruthless pirate Kennit. So Althea hatches a bold plan. But to carry it out, she must recruit a Liveship that has already slain two crews -- and is said to be insane.",2000.0,4.24,906.0,36101.0,mad ship fantasy master robin hobb deliver stun second volume liveship traders trilogy return timeless city bingtown pirate plague coast dread slave trade flourish althea vestrit doesnt afraid familys newly awaken liveship vivacia seize ruthless pirate kennit althea hatch bold plan carry must recruit liveship already slay two crew insane,-0.3936147186147187,0.7173160173160174,339
9780006499169,0006499163,Post Captain,,Patrick O'Brian,"Aubrey, Jack (Fictitious character)",http://books.google.com/books/content?id=S761k-z51Q4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This tale begins with Jack Aubrey arriving home from his exploits in the Mediterranean to find England at peace following the Treaty of Amiens. He and his friend Stephen Maturin, surgeon and secret agent, begin to live the lives of country gentlemen, hunting, entertaining and enjoying more amorous adventures. Their comfortable existence, however, is cut short when Jack is overnight reduced to a pauper with enough debts to keep him in prison for life. He flees to the continent to seek refuge: instead he finds himself a hunted fugitive as Napoleon has ordered the internment of all Englishmen in France. Aubrey's adventures in escaping from France and the debtors' prison will grip the reader as fast as his unequalled actions at sea.",1996.0,4.29,474.0,7815.0,post captain tale begin jack aubrey arrive home exploit mediterranean find england peace follow treaty amiens friend stephen maturin surgeon secret agent begin live live country gentlemen hunt entertain enjoy amorous adventure comfortable existence however cut short jack overnight reduce pauper enough debts keep prison life flee continent seek refuge instead find hunt fugitive napoleon order internment englishmen france aubreys adventure escape france debtors prison grip reader fast unequalled action sea,0.10808080808080808,0.4999999999999999,509
9780006499268,0006499260,The Reverse of the Medal,,Patrick O'Brian,Adventure stories,http://books.google.com/books/content?id=YtjxFRb39Z4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this book, Jack Aubrey returns from his duties protecting whalers off the South American coast and is persuaded by a casual acquaintance to make investments in the City on the strength of supposedly certain information. From there he is led into the half-worlds of the London criminal underground and of government espionage - the province of his friend, Stephen Maturin.",1997.0,4.41,261.0,177.0,reverse medal jack aubrey return duties protect whalers south american coast persuade casual acquaintance investments city strength supposedly certain information lead half worlds london criminal underground government espionage province friend stephen maturin,-0.1704761904761905,0.43095238095238103,260
9780006499626,0006499627,Miss Marple,The Complete Short Stories,Agatha Christie,"Detective and mystery stories, English",http://books.google.com/books/content?id=a96qPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Miss Marple featured in 20 short stories, published in a number of different collections in Britain and America. Presented here in their order of publication, Miss Marple uses her unique insight to deduce the truth about a series of unsolved crimes.",1997.0,4.2,359.0,6235.0,miss marple miss marple feature short stories publish number different collections britain america present order publication miss marple use unique insight deduce truth series unsolved crimes,0.09375,0.475,191
9780006511489,0006511481,The Years of Rice and Salt,,Kim Stanley Robinson,Black Death,http://books.google.com/books/content?id=I38CFD1RnmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hailed by ""The New York Times Book Review"" as ""eye-opening, "" this alternative history of the last 600 years begins as the Black Death kills nearly everyone in Europe, and China, India, and the nations of Islam now control the world.",2003.0,3.73,772.0,194.0,years rice salt hail york review eye open alternative history last years begin black death kill nearly everyone europe china india nations islam control world,-0.016666666666666663,0.35,158
9780006512677,0006512674,Spares,,Michael Marshall Smith,Human cloning,http://books.google.com/books/content?id=83RrAdP9y5UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Spares - human clones, the ultimate health insurance. An eye for an eye - but some people are doing all the taking. The story of Jack Randall: burnt-out, dropped out, and way overdrawn at the luck bank. But as caretaker on a Spares Farm, he still has a choice, and it might make a difference.",1998.0,4.13,317.0,2481.0,spar spar human clone ultimate health insurance eye eye people take story jack randall burn drop way overdraw luck bank caretaker spar farm still choice might difference,0.0,0.55,169
9780006513087,0006513085,Gravity,,Tess Gerritsen,Science fiction,http://books.google.com/books/content?id=KI66cH39n6sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emma Watson a research physician has been training for the mission of a lifetime: to study living organisms in the microgravity of space. But the true and lethal nature of the experiment has not been revealed to NASA and once aboard the space station things start to go wrong. A culture of single-celled Archaeons, gathered from the deep sea, begin to rapidly multiply and infect the crew - with deadly and agonising results. As her estranged husband and ground crew at NASA work against the clock to launch a rescue Emma stuggles to contain the lethal microbe. But with the contagion threatening Earth's population, there are those who would leave the astronauts stranded in orbit, quarantined aboard the station.",2004.0,4.04,342.0,8024.0,gravity emma watson research physician train mission lifetime study live organisms microgravity space true lethal nature experiment reveal nasa aboard space station things start wrong culture single celled archaeons gather deep sea begin rapidly multiply infect crew deadly agonise result estrange husband grind crew nasa work clock launch rescue emma stuggles contain lethal microbe contagion threaten earth population would leave astronauts strand orbit quarantine aboard station,-0.04072356215213359,0.4377551020408163,481
9780006514640,0006514642,The Wise Woman,,Philippa Gregory,Great Britain,http://books.google.com/books/content?id=BEr9wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Alone and vulnerable, Alys joins a nunnery in an attempt to escape poverty but finds herself thrown back into the outside world when Henry VIII's wreckers destroy her sanctuary. With nothing but her looks, her magic and her own instinctive cunning, Alys has to tread a perilous path between the faith of her childhood and her own female power. When she falls in love with Hugo, the feudal lord and another woman's husband, she dips into witchcraft to defeat her rival and to win her lover, only to find that magic makes a poor servant but a dominant master. Since heresy against the new church means the stake, and witchcraft the rope, Alys's danger is mortal. A woman's powers are not longer safe to use...",2002.0,3.31,640.0,6583.0,wise woman alone vulnerable alys join nunnery attempt escape poverty find throw back outside world henry viiis wreckers destroy sanctuary nothing look magic instinctive cunning alys tread perilous path faith childhood female power fall love hugo feudal lord another womans husband dip witchcraft defeat rival win lover find magic poor servant dominant master since heresy church mean stake witchcraft rope alyss danger mortal womans power longer safe use,0.14910714285714285,0.5074404761904762,454
9780006514855,0006514855,Girls' Night in,,Jessica Adams;Chris Manby;Fiona Walker,American fiction,http://books.google.com/books/content?id=xLwHHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Girls' Night In' features stories about growing up, growing out of, moving out, moving on, falling apart and getting it all together. So turn off your cell phone and curl up on the couch: this is one 'Girls' Night In' you won't want to miss.",2000.0,3.26,586.0,140.0,girls night girls night feature stories grow grow move move fall apart together turn cell phone curl couch one girls night wont want miss,0.0,0.0,137
9780006545866,0006545866,The White Album,,Joan Didion,American essays,http://books.google.com/books/content?id=qauOPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This collection of essays recounts what took place on the long morning after the 1960s, when everyone was coming down from their particular bad trip. Didion observes the dramas that explode as America goes into collective detox: the mother abandoning her five-year-old daughter on the central reservation of Interstate 5; Huey Newton and the Black Panthers preaching from their cells; students, in unconscious parody, simulating the disaffection of the 1960s.",1993.0,4.17,224.0,91.0,white album collection essay recount take place long morning everyone come particular bad trip didion observe dramas explode america collective detox mother abandon five year old daughter central reservation interstate huey newton black panthers preach cells students unconscious parody simulate disaffection,-0.09285714285714283,0.3261904761904762,308
9780006550433,0006550436,The Bonesetter's Daughter,,Amy Tan,China,http://books.google.com/books/content?id=4KHT6mIMDt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells the story of three generations of Chinese women, beginning at the turn of the century.",2001.0,3.98,352.0,414.0,bonesetters daughter tell story three generations chinese women begin turn century,0.0,0.0,82
9780006551393,0006551394,The Lexus and the Olive Tree,,Thomas L. Friedman,Capitalism,http://books.google.com/books/content?id=u8zxpq6o7HYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Half of this new, post-Cold War world is intent on building a better Lexus, on streamlining their societies and economies for the global marketplace, while the other half is locked in elemental struggles over who owns which olive tree, which strip of land.",2000.0,3.59,352.0,87.0,lexus olive tree half post cold war world intent build better lexus streamline societies economies global marketplace half lock elemental struggle olive tree strip land,-0.08666666666666664,0.3666666666666667,168
9780006551812,0006551815,'Tis,A Memoir,Frank McCourt,Ireland,http://books.google.com/books/content?id=Q3BhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"FROM THE PULIZER PRIZE-WINNING AUTHOR OF THE #1 ""NEW YORK TIMES"" BESTSELLER ""ANGELA'S ASHES"" Frank McCourt's glorious childhood memoir, ""Angela's Ashes, "" has been loved and celebrated by readers everywhere. It won the National Book Critics Circle Award, the ""Los Angeles Times"" Book Award and the Pulitzer Prize. Rarely has a book so swiftly found its place on the literary landscape. And now we have ""'Tis, "" the story of Frank's American journey from impoverished immigrant to brilliant teacher and raconteur. Frank lands in New York at age nineteen and gets a job at the Biltmore Hotel, where he immediately encounters the vivid hierarchies of this ""classless country,"" and then is drafted into the army and is sent to Germany to train dogs and type reports. It is Frank's incomparable voice that renders these experiences spellbinding. When Frank returns to America in 1953, he works on the docks, always resisting what everyone tells him. He knows that he should be getting an education, and though he left school at fourteen, he talks his way into New York University. There, he falls in love with the quintessential Yankee and tries to live his dream. But it is not until he starts to teach that Frank finds his place in the world.",2000.0,3.68,495.0,44179.0,tis pulizer prize win author york bestseller angelas ash frank mccourts glorious childhood memoir angelas ash love celebrate readers everywhere national critics circle award los angeles award pulitzer prize rarely swiftly find place literary landscape tis story frank american journey impoverish immigrant brilliant teacher raconteur frank land york age nineteen job biltmore hotel immediately encounter vivid hierarchies classless country draft army send germany train dog type report frank incomparable voice render experience spellbind frank return america work dock always resist everyone tell know education though leave school fourteen talk way york university fall love quintessential yankee try live dream start teach frank find place world,0.3761363636363636,0.5449999999999999,748
9780006646006,000664600X,Ocean Star Express,,Mark Haddon;Peter Sutton,Juvenile Fiction,http://books.google.com/books/content?id=I2QZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Joe and his parents are enjoying a summer holiday by the sea at the Ocean Star Hotel. The sky is bright blue, the sun shines and Joe loves all that the seaside has to offer. But when the fog rolls in and rain falls Joe begins to wish that he was back at home again. Things change, however, when the owner of the hotel invites Joe to share in a magical world, only a few steps away. The loft is black as night but then above Joe's head a thousand tiny stars begin to sparkle and in the distance he hears the chug-chug-chug of a model train. A whole world is soon to open up before Joe's eyes, a world of snow-capped mountains, great deserts, and rocking fishing boats.",2002.0,3.5,32.0,1.0,ocean star express joe parent enjoy summer holiday sea ocean star hotel sky bright blue sun shin joe love seaside offer fog roll rain fall joe begin wish back home things change however owner hotel invite joe share magical world step away loft black night joes head thousand tiny star begin sparkle distance hear chug chug chug model train whole world soon open joes eye world snow cap mountains great desert rock fish boat,0.26666666666666666,0.5075757575757577,423
9780006754893,0006754899,A Small Pinch of Weather,And Other Stories,Joan Aiken,"Children's stories, English",http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A magical and fantastic collection of early stories by one of the most original children's authors of the 20th century. For 8-11 year olds.,2000.0,4.27,239.0,116.0,small pinch weather magical fantastic collection early stories one original childrens author century year olds,0.225,0.6699999999999999,110
9780006906018,000690601X,The Princess of the Chalet School,,Elinor Mary Brent-Dyer,Juvenile Fiction,http://books.google.com/books/content?id=EJcQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2000.0,4.1,159.0,446.0,princess chalet school,0.0,0.0,22
9780007103676,0007103670,Koko,,Peter Straub,Male friendship,http://books.google.com/books/content?id=QV_XQKj4OMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Koko is Peter Straub's foray into the psychological horror of the Vietnam War.,2001.0,3.56,634.0,7586.0,koko koko peter straubs foray psychological horror vietnam war,0.0,0.1,62
9780007105045,0007105045,Tree and Leaf,The Homecoming of Beorhtnoth : Beorhthelm's Son,John Ronald Reuel Tolkien,Literary Collections,http://books.google.com/books/content?id=aPb_AAIcwZ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The two works 'On fairy-stories' and 'Leaf by Niggle' were first brought together to form the book 'Tree and leaf' in 1964. In this new edition a third element is added: the poem Mythopoeia, the making of myths...""--Preface.",2001.0,4.09,176.0,2245.0,tree leaf two work fairy stories leaf niggle first bring together form tree leaf edition third element add poem mythopoeia myths preface,0.125,0.16666666666666666,136
9780007111503,0007111509,Partners in Crime,,Agatha Christie,"Beresford, Tommy (Fictitious character)",http://books.google.com/books/content?id=L0bfy0zgkegC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Famous Volume Of Tommy & Tuppence Linked Short Stories, Reissued In A New Look To Coincide With The Brand New Series Of Tommy & Tuppence Bbc Movies. Tommy And Tuppence Beresford Were Restless For Adventure, So When They Were Asked To Take Over Blunt S International Detective Agency, They Leapt At The Chance. After Their Triumphant Recovery Of A Pink Pearl, Intriguing Cases Kept On Coming Their Way: A Stabbing On Sunningdale Golf Course; Cryptic Messages In The Personal Columns Of Newspapers; And Even A Box Of Poisoned Chocolates.",2001.0,3.77,347.0,9506.0,partner crime famous volume tommy tuppence link short stories reissue look coincide brand series tommy tuppence bbc movies tommy tuppence beresford restless adventure ask take blunt international detective agency leap chance triumphant recovery pink pearl intrigue case keep come way stab sunningdale golf course cryptic message personal columns newspapers even box poison chocolates,0.08,0.38,383
