isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,text,polarity,subjectivity,len
9780802839725,080283972X,The Early History of God,Yahweh and the Other Deities in Ancient Israel,Mark S. Smith,Religion,http://books.google.com/books/content?id=1yM3AuBh4AsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Foreword by Patrick D. Miller In this remarkable, acclaimed history of the development of monotheism, Mark S. Smith explains how Israel's religion evolved from a cult of Yahweh as a primary deity among many to a fully defined monotheistic faith with Yahweh as sole god. Repudiating the traditional view that Israel was fundamentally different in culture and religion from its Canaanite neighbors, this provocative book argues that Israelite religion developed, at least in part, from the religion of Canaan. Drawing on epigraphic and archaeological sources, Smith cogently demonstrates that Israelite religion was not an outright rejection of foreign, pagan gods but, rather, was the result of the progressive establishment of a distinctly separate Israelite identity. This thoroughly revised second edition ofThe Early History of God includes a substantial new preface by the author and a foreword by Patrick D. Miller.",2002.0,4.06,243.0,217.0,early history god foreword patrick miller remarkable acclaim history development monotheism mark smith explain israels religion evolve cult yahweh primary deity among many fully define monotheistic faith yahweh sole god repudiate traditional view israel fundamentally different culture religion canaanite neighbor provocative argue israelite religion develop least part religion canaan draw epigraphic archaeological source smith cogently demonstrate israelite religion outright rejection foreign pagan gods rather result progressive establishment distinctly separate israelite identity thoroughly revise second edition ofthe early history god include substantial preface author foreword patrick miller,0.1326923076923077,0.3673076923076923,702
9780803283855,0803283857,Black Elk Speaks,Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk;John Gneisenau Neihardt;Alexis N. Petri;Lori Utecht,Biography & Autobiography,http://books.google.com/books/content?id=LHXWwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Black Elk Speaks is the story of the Lakota visionary and healer Nicholas Black Elk (1863-1950) and his people during the momentous twilight years of the nineteenth century. Black Elk met the distinguished poet, writer, and critic John G. Neihardt (1881-1973) in 1930 on the Pine Ridge Reservation in South Dakota and chose Neihardt to tell his story. Neihardt understood and conveyed Black Elk’s experiences in this powerful and inspirational message for all humankind. When Black Elk received his great vision, white settlers were invading the Lakotas’ homeland, decimating buffalo herds, and threatening to extinguish the Lakotas’ way of life. The Lakotas fought fiercely to retain their freedom and way of life, a dogged resistance that resulted in a remarkable victory at the Little Bighorn and an unspeakable tragedy at Wounded Knee. Black Elk Speaks offers much more than a precious glimpse of a vanished time, however. As related by Neihardt, Black Elk’s searing visions of the unity of humanity and the earth have made this book a venerated spiritual classic. Whether appreciated as the poignant tale of a Lakota life, a history of a Native nation, or an enduring spiritual testament, Black Elk Speaks is unforgettable. This new edition features two additional essays by John G. Neihardt that further illuminate his experience with Black Elk; an essay by Alexis Petri, great-granddaughter of John G. Neihardt, that celebrates Neihardt’s remarkable accomplishments; and a look at the legacy of the special relationship between Neihardt and Black Elk, written by Lori Utecht, editor of Knowledge and Opinion: Essays and Literary Criticism of John G. Neihardt. For more information on John G. Neihardt, visit www.neihardt.com",2004.0,4.14,270.0,9916.0,black elk speak black elk speak story lakota visionary healer nicholas black elk people momentous twilight years nineteenth century black elk meet distinguish poet writer critic john neihardt pine ridge reservation south dakota choose neihardt tell story neihardt understand convey black elk experience powerful inspirational message humankind black elk receive great vision white settlers invade lakotas homeland decimate buffalo herd threaten extinguish lakotas way life lakotas fight fiercely retain freedom way life dog resistance result remarkable victory little bighorn unspeakable tragedy wound knee black elk speak offer much precious glimpse vanish however relate neihardt black elk sear visions unity humanity earth venerate spiritual classic whether appreciate poignant tale lakota life history native nation endure spiritual testament black elk speak unforgettable edition feature two additional essay john neihardt illuminate experience black elk essay alexis petri great granddaughter john neihardt celebrate neihardt remarkable accomplishments look legacy special relationship neihardt black elk write lori utecht editor knowledge opinion essay literary criticism john neihardt information john neihardt visit www neihardt com,0.1408509700176367,0.5137566137566137,1241
9780803292451,0803292457,A Lie and a Libel,The History of the Protocols of the Elders of Zion,Binjamin W. Segel,History,http://books.google.com/books/content?id=_Jc4n1s0_ugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A strange and repugnant mystery of the twentieth century is the durability of the Protocols of the Elders of Zion, a clumsy forgery purporting to be evidence of the supposed Jewish plot to rule the world. Though it has been exposed as a forgery, some apprentice brownshirt is always rediscovering it, the latest in a line of gullibility that includes, most famously, Henry Ford. Recently it has been translated into Japanese and circulates once again with renewed virulence in the former Soviet Union and Eastern Europe. In 1924 in Germany the Jewish author and journalist Binjamin Segel wrote a major historical exposé of the fraud and later edited his work into a shorter form, published as Welt-Krieg, Welt-Revolution, Welf-Verschwörung, Welt-Oberregierung (Berlin 1926). Translator Richard S. Levy, a specialist on the history of anti-semitism, provides an extensive introduction on the circumstances of Segel's work and the story of the Protocols up to the 1990s, including an explanation of its continuing psychological appeal and political function.",1996.0,3.56,148.0,7.0,lie libel strange repugnant mystery twentieth century durability protocols elders zion clumsy forgery purport evidence suppose jewish plot rule world though expose forgery apprentice brownshirt always rediscover latest line gullibility include famously henry ford recently translate japanese circulate renew virulence former soviet union eastern europe germany jewish author journalist binjamin segel write major historical exposé fraud later edit work shorter form publish welt krieg welt revolution welf verschwörung welt oberregierung berlin translator richard levy specialist history anti semitism provide extensive introduction circumstances segels work story protocols include explanation continue psychological appeal political function,0.0475,0.2488888888888889,743
9780803723184,0803723180,William Shakespeare's Twelfth Night,,Bruce Coville;Tim Raglin,Juvenile Fiction,http://books.google.com/books/content?id=0FMIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Retells, in simplified prose, William Shakespeare's play about the misadventures which result from trickery and deceit.",2003.0,4.11,48.0,138.0,william shakespeares twelfth night retell simplify prose william shakespeares play misadventures result trickery deceit,0.0,0.0,119
9780803724624,0803724624,William Shakespeare's Romeo and Juliet,,,Juvenile Fiction,,A simplified prose retelling of Shakespeare's play about two young people who defy their warring families' prejudices and dare to fall in love.,1999.0,3.9699999999999998,40.0,175.0,william shakespeares romeo juliet simplify prose retell shakespeares play two young people defy war families prejudice dare fall love,0.3,0.5,133
9780803729780,0803729782,Time for Ballet,,Adèle Geras;Shelagh McNicholas,Juvenile Fiction,http://books.google.com/books/content?id=tVoFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tilly, who loves ballet, plays the part of a cat in her class's dance recital.",2004.0,3.71,32.0,68.0,ballet tilly love ballet play part cat class dance recital,0.5,0.6,58
9780804006941,0804006946,A Woman Speaks,"The Lectures, Seminars, and Interviews of Anais Nin",Anaïs Nin;Evelyn J. Hinz,Literary Collections,http://books.google.com/books/content?id=-d5sPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this book Anais Nin speaks with warmth and urgency on those themes which have always been closest to her: relationship, creativity, the struggle for wholeness, the unveiling of a woman, the artist as magician, women reconstructing the world, moving from the dream outward, and experiencing our lives to the fullest possible extent.",1975.0,4.16,288.0,184.0,woman speak anais nin speak warmth urgency theme always closest relationship creativity struggle wholeness unveil woman artist magician women reconstruct world move dream outward experience live fullest possible extent,0.06818181818181818,0.75,218
9780804111645,0804111642,The Killer Department,Detective Viktor Burakov's Eight-year Hunt for the Most Savage Serial Killer in Russian History,Robert Cullen,"Insane, Criminal and dangerous",http://books.google.com/books/content?id=UuoNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Describes the murder spree of the Soviet Union's most brutal serial killer and recounts how Rostov detective Viktor Burakov hurdled the obstacles put in his way by an archaic Soviet system in order to bring the killer to justice. Reprint.,1993.0,4.03,258.0,92.0,killer department describe murder spree soviet unions brutal serial killer recount rostov detective viktor burakov hurdle obstacles put way archaic soviet system order bring killer justice reprint,-0.4625,0.5,196
9780804118217,0804118213,Tending Lives,Nurses on the Medical Front,Echo Heron,Medical,http://books.google.com/books/content?id=mQTd5KS2sq4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Recounts the dramatic experiences of nurses across the country, from the bombing of the Oklahoma City federal building to a movie set",1998.0,4.27,416.0,381.0,tend live recount dramatic experience nurse across country bomb oklahoma city federal build movie set,-0.14848484848484847,0.55,101
9780804717113,0804717117,The Epic of Gilgamesh,,Maureen Gallery Kovacs,Literary Criticism,http://books.google.com/books/content?id=YYxEd9c0EUYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Since the discovery over one hundred years ago of a body of Mesopotamian poetry preserved on clay tablets, what has come to be known as the Epic of Gilgamesh has been considered a masterpiece of ancient literature. It recounts the deeds of a hero-king of ancient Mesopotamia, following him through adventures and encounters with men and gods alike. Yet the central concerns of the Epic lie deeper than the lively and exotic story line: they revolve around a man’s eternal struggle with the limitations of human nature, and encompass the basic human feelings of lonliness, friendship, love, loss, revenge, and the fear of oblivion of death. These themes are developed in a distinctly Mesopotamian idiom, to be sure, but with a sensitivity and intensity that touch the modern reader across the chasm of three thousand years. This translation presents the Epic to the general reader in a clear narrative.",1989.0,3.67,122.0,302.0,epic gilgamesh since discovery one hundred years ago body mesopotamian poetry preserve clay tablets come know epic gilgamesh consider masterpiece ancient literature recount deeds hero king ancient mesopotamia follow adventure encounter men gods alike yet central concern epic lie deeper lively exotic story line revolve around man eternal struggle limitations human nature encompass basic human feel lonliness friendship love loss revenge fear oblivion death theme develop distinctly mesopotamian idiom sure sensitivity intensity touch modern reader across chasm three thousand years translation present epic general reader clear narrative,0.15937500000000002,0.3842013888888889,639
9780804718912,0804718911,The Consequences of Modernity,,Anthony Giddens,Social Science,http://books.google.com/books/content?id=C46N9wtBI0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Based on the Raymond Fred West memorial lectures which the author delivered at Stanford University in April 1988.,1990.0,3.79,188.0,559.0,consequences modernity base raymond fred west memorial lecture author deliver stanford university april,-0.8,1.0,103
9780804721288,0804721289,Taking God Out of Mathematics and Putting the Body Back in,An Essay in Corporeal Semiotics,Brian Rotman,Philosophy,http://books.google.com/books/content?id=BQujRAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,See:,1993.0,4.06,224.0,17.0,take god mathematics put body back see,0.0,0.0,38
9780804741712,0804741719,"Human, All Too Human, I",,Friedrich Wilhelm Nietzsche;Gary Handwerk,Philosophy,http://books.google.com/books/content?id=etq_ab9t9qoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This is the second volume to appear in an edition that will be the first complete, critical, and annotated English translation of all of Nietzsches work. Volume 2: Unfashionable Observations, translated by Richard T. Gray, was published in 1995. The edition is a new English translation, by various hands, of the celebrated Colli-Montinari edition, which has been acclaimed as one of the most important works of scholarship in the humanities in the last quarter century. The original Italian edition was simultaneously published in French, German, and Japanese. This volume of Human, All Too Human, the first of two parts, is the earliest of Nietzsches works in which his philosophical concerns and methodologies can be glimpsed. In this work Nietzsche began to establish the intellectual difference from his own cultural milieu and time that makes him our contemporary. Published in 1878, it marks both a stylistic and an intellectual shift away from Nietzsches own youthful affiliation with Romantic excesses of German thought and culture typified by Wagnerian opera.",2000.0,4.22,396.0,62.0,human human second volume appear edition first complete critical annotate english translation nietzsche work volume unfashionable observations translate richard gray publish edition english translation various hand celebrate colli montinari edition acclaim one important work scholarship humanities last quarter century original italian edition simultaneously publish french german japanese volume human human first two part earliest nietzsche work philosophical concern methodologies glimpse work nietzsche begin establish intellectual difference cultural milieu contemporary publish mark stylistic intellectual shift away nietzsche youthful affiliation romantic excesses german think culture typify wagnerian opera,0.08621794871794872,0.23653846153846156,716
9780804833370,0804833370,The Golden Country,A Play About Christian Martyrs in Japan,Shusaku Endo;Shūsaku Endō,Drama,http://books.google.com/books/content?id=rXrWNsPIPEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The events described in this exciting and provocative three-act play, a companion piece to Endo’s highly acclaimed novel Silence, take place in 1633, nearly a hundred years after Christianity was introduced into Japan. By this time, Japanese Christians were being cruelly persecuted by the government; every Christian searched out was made to apostatize or suffer a slow, agonizing death. The central character of 'The Golden Country' is Father Christopher Ferreira, a Portuguese Jesuit missionary. Given shelter by a Christian farming community, everyone looks to him for help, including one of his chief persecutors. When, after cruel torture, Father Ferriera apostatizes to the disbelief of his Japanese converts, the play reaches a climax that is later capped only by the courage, nobility and love of the martyrs. Father Francis Mathy’s detailed Introduction to this tightly constructed drama, which poses basic questions about the meaning of faith, love and fate, provides valuable historical background.",2003.0,3.74,128.0,44.0,golden country events describe excite provocative three act play companion piece endo highly acclaim silence take place nearly hundred years christianity introduce japan japanese christians cruelly persecute government every christian search apostatize suffer slow agonize death central character golden country father christopher ferreira portuguese jesuit missionary give shelter christian farm community everyone look help include one chief persecutors cruel torture father ferriera apostatize disbelief japanese convert play reach climax later cap courage nobility love martyr father francis mathy detail introduction tightly construct drama pose basic question mean faith love fate provide valuable historical background,-0.04900375939849625,0.3625375939849624,725
9780805016048,080501604X,The Anatomy of Human Destructiveness,,Erich Fromm,Psychology,http://books.google.com/books/content?id=YjR5Ve-zTcYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A study of man's destructive nature that utilizes evidence from psychoanalysis, neurophysiology, animal psychology, paleontology, and anthropology and is documented with clinical examples",1992.0,4.2,576.0,2104.0,anatomy human destructiveness study man destructive nature utilize evidence psychoanalysis neurophysiology animal psychology paleontology anthropology document clinical examples,-0.3,0.35,177
9780805031492,0805031499,Escape from Freedom,,Erich Fromm,Political Science,http://books.google.com/books/content?id=d2g8L1sLykwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author analyzes what he considers to be contemporary man's fear of positive freedom and willingness to submit to totalitarianism.,1994.0,4.24,301.0,6825.0,escape freedom author analyze consider contemporary man fear positive freedom willingness submit totalitarianism,0.19696969696969696,0.356060606060606,112
9780805059335,0805059334,Clown,,Quentin Blake,Juvenile Fiction,http://books.google.com/books/content?id=8m6mB0S8LmYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After being discarded, Clown makes his way through town having a series of adventures as he tries to find a home for himself and his other toy friends.",1998.0,3.9699999999999998,32.0,369.0,clown discard clown way town series adventure try find home toy friends,0.0,0.0,71
9780805060164,0805060162,Crime and Punishment in America,,Elliott Currie,Social Science,http://books.google.com/books/content?id=RQF0yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Argues that a policy of mass incarceration is ineffective and that prison expenditures could have greater impact on criminal violence if spent on prevention and rehabilitation programs,1998.0,3.8200000000000003,240.0,65.0,crime punishment america argue policy mass incarceration ineffective prison expenditures could greater impact criminal violence spend prevention rehabilitation program,0.04999999999999999,0.525,167
9780805063417,0805063412,Robert Frost,A Life,Jay Parini,Biography & Autobiography,http://books.google.com/books/content?id=1MryAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Based on interviews with the poet's friends and drawing from Frost's personal archives, a definitive account of Robert Frost's life examines his varied literary career, tracing his rise to world fame and offering close readings of his works. Reprint.",2000.0,4.13,514.0,249.0,robert frost base interview poets friends draw frost personal archive definitive account robert frost life examine vary literary career trace rise world fame offer close read work reprint,-0.23333333333333336,0.46666666666666673,187
9780805063899,0805063897,Nickel and Dimed,On (Not) Getting By in America,Barbara Ehrenreich,Business & Economics,http://books.google.com/books/content?id=s642sbWvLNgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The sharp social critic and author of Blood Rites looks underneath the illusion of American prosperity at poverty and hopelessness in America. Reprint. 100,000 first printing.",2002.0,3.62,240.0,163279.0,nickel dim sharp social critic author blood rites look underneath illusion american prosperity poverty hopelessness america reprint first print,0.05166666666666667,0.32999999999999996,143
9780805065374,0805065377,Eight Men Out,The Black Sox and the 1919 World Series,Eliot Asinof,Sports & Recreation,http://books.google.com/books/content?id=kQZYiLOJ8KYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The headlines proclaimed the 1919 fix of the World Series and attempted cover-up as ""the most gigantic sporting swindle in the history of America!"" First published in 1963, Eight Men Out has become a timeless classic. Eliot Asinof has reconstructed the entire scene-by-scene story of the fantastic scandal in which eight Chicago White Sox players arranged with the nation's leading gamblers to throw the Series in Cincinnati. Mr. Asinof vividly describes the tense meetings, the hitches in the conniving, the actual plays in which the Series was thrown, the Grand Jury indictment, and the famous 1921 trial. Moving behind the scenes, he perceptively examines the motives and backgrounds of the players and the conditions that made the improbable fix all too possible. Here, too, is a graphic picture of the American underworld that managed the fix, the deeply shocked newspapermen who uncovered the story, and the war-exhausted nation that turned with relief and pride to the Series, only to be rocked by the scandal. Far more than a superbly told baseball story, this is a compelling slice of American history in the aftermath of World War I and at the cusp of the Roaring Twenties.",2000.0,4.02,336.0,8287.0,eight men headline proclaim fix world series attempt cover gigantic sport swindle history america first publish eight men become timeless classic eliot asinof reconstruct entire scene scene story fantastic scandal eight chicago white sox players arrange nations lead gamblers throw series cincinnati asinof vividly describe tense meet hitch connive actual play series throw grand jury indictment famous trial move behind scenes perceptively examine motives background players condition improbable fix possible graphic picture american underworld manage fix deeply shock newspapermen uncover story war exhaust nation turn relief pride series rock scandal far superbly tell baseball story compel slice american history aftermath world war cusp roar twenties,0.12824074074074077,0.5486111111111112,755
9780805069372,0805069372,John Adams,"The American Presidents Series: The 2nd President, 1797-1801",John P. Diggins,Biography & Autobiography,http://books.google.com/books/content?id=sa_-58fpwpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Profiles John Adams as an ideal successor to Washington, citing the qualities of his character and Federalist policies that enabled him to address the challenges that took place during his presidency, and crediting him with such achievements as the creation of the Department of the Navy and the establishment of a solvent treasury. 25,000 first printing.",2003.0,3.88,224.0,341.0,john adams profile john adams ideal successor washington cite qualities character federalist policies enable address challenge take place presidency credit achievements creation department navy establishment solvent treasury first print,0.575,0.6666666666666666,236
9780805069495,0805069496,Ulysses S. Grant,"The American Presidents Series: The 18th President, 1869-1877",Josiah Bunting,Biography & Autobiography,http://books.google.com/books/content?id=ZAGreVhVQPgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the life and presidency of Ulyssses S. Grant and discusses why he was undervalued as a president.,2004.0,3.85,208.0,391.0,ulysses grant trace life presidency ulyssses grant discuss undervalue president,0.0,0.0,79
9780805069853,0805069852,You Come Too,Favorite Poems for Readers of All Ages,Robert Frost,Juvenile Nonfiction,http://books.google.com/books/content?id=gZWM6m8n9K0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An introduction to Robert Frost features an abundance of poems, selected by the poet himself, to be read and enjoyed by readers and poets of all ages. Reprint. 15,000 first printing.",2002.0,4.16,92.0,77.0,come introduction robert frost feature abundance poems select poet read enjoy readers poets age reprint first print,0.325,0.41666666666666663,115
9780805069860,0805069860,The Poetry of Robert Frost,"The Collected Poems, Complete and Unabridged",Robert Frost,Poetry,http://books.google.com/books/content?id=UQX4zAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A feast for lovers of American literature-the work of our greatest poet, redesigned and relaunched for a new generation of readers No poet is more emblematically American than Robert Frost. From ""The Road Not Taken"" to ""Stopping by Woods on a Snowy Evening,"" he refined and even defined our sense of what poetry is and what it can do. T. S. Eliot judged him ""the most eminent, the most distinguished Anglo-American poet now living,"" and he is the only writer in history to have been awarded four Pulitzer Prizes. Henry Holt is proud to announce the republication of four editions of Frost's most beloved work for a new generation of poets and readers. The only comprehensive volume of Frost's verse available, comprising all eleven volumes of his poems, this collection has been the standard Frost compendium since its first publication in 1969.",2002.0,4.31,607.0,1361.0,poetry robert frost feast lovers american literature work greatest poet redesign relaunched generation readers poet emblematically american robert frost road take stop woods snowy even refine even define sense poetry eliot judge eminent distinguish anglo american poet live writer history award four pulitzer prize henry holt proud announce republication four editions frost beloved work generation poets readers comprehensive volume frost verse available comprise eleven volumes poems collection standard frost compendium since first publication,0.3286363636363636,0.42333333333333334,546
9780805071061,0805071067,Rosa,,Nikki Giovanni,Juvenile Nonfiction,http://books.google.com/books/content?id=3pulAL0EgQIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Provides the story of the black woman whose refusal to give up her seat on a bus in Alabama set in motion all the events of the civil rights movements that resulted in the end of the segregated South.,2005.0,4.35,40.0,5942.0,rosa provide story black woman whose refusal give seat bus alabama set motion events civil right movements result end segregate south,0.05952380952380952,0.4845238095238095,133
9780805072839,0805072837,Media Unlimited,How the Torrent of Images and Sounds Overwhelms Our Lives,Todd Gitlin,Social Science,http://books.google.com/books/content?id=TTXgno7gX-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines our media-dominated world through the vast array of manufactured images and sounds that define our civilization, from video games to elevator music, action movies to reality shows, and punditry to Internet exhibitionists.",2003.0,3.55,256.0,112.0,media unlimited examine media dominate world vast array manufacture image sound define civilization video game elevator music action movies reality show punditry internet exhibitionists,0.025,0.475,185
9780805073669,0805073663,In Harm's Way,The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,History,http://books.google.com/books/content?id=oBaI6MnPHxcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicles the worst disaster in U.S. naval history, describing heroism in the face of persistant shark attacks and hypothermia after the sinking of the U.S.S. Indianapolis in the South Pacific in the final days of World War II.",2003.0,4.28,384.0,15946.0,harm way chronicle worst disaster naval history describe heroism face persistant shark attack hypothermia sink indianapolis south pacific final days world war,-0.5,1.0,158
9780805073874,0805073876,Shakespeare's Secret,,Elise Broach,Juvenile Fiction,http://books.google.com/books/content?id=XQ2TorgnK_UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Named after a character in a Shakespeare play, misfit sixth-grader Hero becomes interested in exploring this unusual connection because of a valuable diamond supposedly hidden in her new house, an intriguing neighbor, and the unexpected attention of the most popular boy in school. Jr Lib Guild.",2005.0,3.87,256.0,7234.0,shakespeares secret name character shakespeare play misfit sixth grader hero become interest explore unusual connection valuable diamond supposedly hide house intrigue neighbor unexpected attention popular boy school lib guild,0.125,0.9,226
9780805076233,0805076239,The Second World War,A Complete History,Martin Gilbert,History,http://books.google.com/books/content?id=V4vPG5Zi6AsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It began with the German invasion of Poland on September 1, 1939. By the time it came to an end on V-J Day--August 14, 1945--it had involved every major power and become global in its reach. In the final accounting, it would turn out to be, in both human terms and material resources, the costliest war, taking the lives of forty million people.",2004.0,4.19,928.0,853.0,second world war begin german invasion poland september come end day august involve every major power become global reach final account would turn human term material resources costliest war take live forty million people,0.028409090909090908,0.3,221
9780805078428,0805078428,"The Historical Atlas of New York City, Second Edition",A Visual Celebration of 400 Years of New York City's History,Eric Homberger,History,http://books.google.com/books/content?id=Q8EgsHmSEAsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A richly illustrated reference chronicles the history of New York City, from early Native American culture to the present day, capturing the events, inhabitants, neighborhoods, ethnic diversity, and more in a collection of full-color maps, period photographs, drawings, charts, and concise essays. Original. 25,000 first printing.",2005.0,4.05,192.0,290.0,historical atlas york city second edition richly illustrate reference chronicle history york city early native american culture present day capture events inhabitants neighborhoods ethnic diversity collection full color map period photograph draw chart concise essay original first print,0.15499999999999997,0.32833333333333337,287
9780805079135,0805079130,Saint-Exupery,A Biography,Stacy Schiff,Biography & Autobiography,http://books.google.com/books/content?id=h-gk5R0OmI0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the life of the French author and pilot, depicts his complex personality, and looks at his contributions to the war effort.",2006.0,4.05,560.0,195.0,saint exupery trace life french author pilot depict complex personality look contributions war effort,-0.15,0.2,101
9780805080490,080508049X,The Black Cauldron,,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=tbwsTtuHmX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The land of Prydain is threatened by the evil Arawn and his band of invincible warriors.,2006.0,4.14,182.0,51994.0,black cauldron land prydain threaten evil arawn band invincible warriors,-0.5833333333333334,0.7166666666666667,72
9780805080513,0805080511,Taran Wanderer,,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=19a89tylSp8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The fourth book of the Prydain cycle tells of the adventures that befell Taran when he went in search of his birthright and the truth about himself.,2006.0,4.14,222.0,33286.0,taran wanderer fourth prydain cycle tell adventure befall taran search birthright truth,0.0,0.0,87
9780805080520,080508052X,The High King,,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=zIvzT2k1mvkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this final part of the chronicle of Prydain, the forces of good and evil meet in an ultimate confrontation, which determines the fate of Taran, the Assistant Pig-Keeper who wanted to be a hero.",2006.0,4.24,253.0,47268.0,high king final part chronicle prydain force good evil meet ultimate confrontation determine fate taran assistant pig keeper want hero,-0.028000000000000004,0.8280000000000001,134
9780805080537,0805080538,The Foundling,And Other Tales of Prydain,Lloyd Alexander,Juvenile Fiction,http://books.google.com/books/content?id=2YaReDdT0csC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents six short stories dealing with events that preceded the birth of Taran, a key figure in the author's five works on the Kingdom of Prydain.",2006.0,3.93,98.0,3563.0,foundling present six short stories deal events precede birth taran key figure author five work kingdom prydain,0.0,0.43333333333333335,111
9780805204247,0805204245,The diaries of Franz Kafka,,Franz Kafka;Max Brod,Biography & Autobiography,http://books.google.com/books/content?id=QymFw7e8oRYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1965.0,4.23,345.0,8.0,diaries franz kafka,0.0,0.0,19
9780805209068,0805209069,The diaries,1910-1923,Franz Kafka,Biography & Autobiography,http://books.google.com/books/content?id=j6WIHMphOD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Journal entries share Kafka's thoughts and observations during the ten years before his death,1988.0,4.23,521.0,2028.0,diaries journal entries share kafkas thoughts observations ten years death,0.0,0.0,74
9780805211160,0805211160,How to Be a Jewish Parent,A Practical Handbook for Family Life,Anita Diamant;Karen Kushner,Family & Relationships,http://books.google.com/books/content?id=esGb1piokh0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"How can I make the holidays interesting and meaningful to my child? Should I send my child to a Jewish day school? A Jewish summer camp? What kind of synagogue is best for my family? How do I plan a family trip to Israel or add Jewish heritage sites when traveling around the country or around the world? If you are, or hope to be, a Jewish parent in more than name, you have a lot of decisions to make. So many choices! But you can have no better guide to this wealth of opportunity than Anita Diamant. The author of popular books on Jewish weddings and baby rituals, Diamant now joins with family therapist Karen Kushner to help you through the next steps. They give creative, practical answers to these and many other questions, provide guidance on how to foster Jewish decision making for children of all ages, describe how to make your home a ""Jewish space,"" and explain the importance of synagogue membership, holiday celebrations, community service, and other family activities. Diamant and Kushner draw from many sources to describe the practices, customs, and values that go into creating a Jewish home. They combine insights from Jewish tradition with contemporary developmental thinking about how children learn and grow. They provide addresses (including Web sites) where you can find specific information and other resources. And since experience may be the best of all teachers, they share their own and other parents' stories and observations. For Diamant and Kushner, the number-one goal ofHow to Be a Jewish Parentis to give parents (and grandparents) guideposts to raising joyful children within the rich tradition of the Jewish faith and culture. No Jewish family should be without it.",2000.0,3.95,352.0,50.0,jewish parent holiday interest meaningful child send child jewish day school jewish summer camp kind synagogue best family plan family trip israel add jewish heritage sit travel around country around world hope jewish parent name lot decisions many choices better guide wealth opportunity anita diamant author popular jewish weddings baby rituals diamant join family therapist karen kushner help next step give creative practical answer many question provide guidance foster jewish decision children age describe home jewish space explain importance synagogue membership holiday celebrations community service family activities diamant kushner draw many source describe practice customs value create jewish home combine insights jewish tradition contemporary developmental think children learn grow provide address include web sit find specific information resources since experience may best teachers share parent stories observations diamant kushner number one goal ofhow jewish parentis give parent grandparents guideposts raise joyful children within rich tradition jewish faith culture jewish family without,0.24969135802469136,0.25709876543209875,1112
